time,open,high,low,close,Line4,si_dir,si_close,Kernel Estimate,Synthetic Renko Close,last_state_code,kern_reg,OPEN LONG,OPEN SHORT,Exit_Renko,Regime Flip → LONG,Regime Flip → SHORT,Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,Volume
1770952200,24802.25,24810.25,24799.75,24803,24801.707948289994,1,76.755,24808.053108065244,24804.3125,0,-1,0,0,0,0,0,24808.042635827194,,,,,,,25058.267978368087,24956.61393296085,24854.95988755361,24808.042635827194,24761.12538410078,24659.47133869354,24557.8172932863,0,0,0,0,,,145
1770952500,24803.5,24808.75,24793.5,24794.25,24801.265086002863,-1,76.64,24807.14794146949,24798.0625,1,-1,0,0,0,0,0,24806.77034581291,,,,,,,25055.02141672275,24954.169419165628,24853.317421608506,24806.77034581291,24760.223270017315,24659.371272460194,24558.519274903072,0,0,0,0,,,240
1770952800,24793.5,24795.5,24769.5,24771.25,24800.797159736016,-1,76.425,24804.283517407603,24778.0625,1,-1,0,0,0,0,0,24803.3580253484,,,,,,,25049.752541404792,24949.654769256882,24849.55699710897,24803.3580253484,24757.159053587828,24657.061281439917,24556.963509292007,0,0,0,0,,,708
1770953100,24770.5,24780,24770,24776.25,24800.331778498192,1,76.72,24801.331181329602,24776.8125,0,-1,0,0,0,0,0,24800.457761823116,,,,,,,25044.930658999132,24945.613544521373,24846.296430043618,24800.457761823116,24754.619093602614,24655.30197912486,24555.9848646471,0,0,0,0,,,377
1770953400,24775.5,24796.5,24774.25,24787.25,24799.898272389284,1,76.875,24799.430924457603,24779.3125,0,-1,0,0,0,0,0,24798.65375948308,,,,,,,25041.293745974388,24942.721251462295,24844.148756950202,24798.65375948308,24753.15876201596,24654.586267503866,24556.013772991773,0,0,0,0,,,403
1770953700,24788.25,24791.5,24781.5,24789,24799.492724394506,-1,76.81,24797.810064185236,24786.8125,1,-1,0,0,0,0,0,24797.188455335876,,,,,,,25037.935209802807,24940.131840800615,24842.328471798424,24797.188455335876,24752.048438873328,24654.245069871136,24556.441700868945,0,0,0,0,,,219
1770954000,24790,24790.25,24776.5,24782.75,24799.111833211857,1,76.825,24795.88901418635,24784.3125,0,-1,0,0,0,0,0,24795.272771939908,,,,,,,25034.11739396905,24937.086766269713,24840.056138570373,24795.272771939908,24750.489405309443,24653.458777610103,24556.428149910767,0,0,0,0,,,207
1770954300,24783.25,24787.25,24768,24769,24798.772392706232,-1,76.82,24793.22235604109,24774.3125,1,-1,0,0,0,0,0,24792.25705826924,,,,,,,25029.262950958197,24932.979307053305,24836.695663148417,24792.25705826924,24747.81845339006,24651.534809485172,24555.25116558028,0,0,0,0,,,312
1770954600,24769.75,24775.75,24751.25,24754,24798.478637657754,-1,76.735,24789.390387122276,24759.3125,1,-1,0,0,0,0,0,24788.044429865386,,,,,,,25023.34066460518,24927.751569242137,24832.162473879096,24788.044429865386,24743.926385851675,24648.337290488635,24552.74819512559,0,0,0,0,,,486
1770954900,24753.75,24760,24745.25,24750.25,24798.22459398909,1,76.835,24785.095342253568,24751.8125,1,-1,0,0,0,0,0,24783.714619782022,,,,,,,25017.310729625056,24922.412310001324,24827.51389037759,24783.714619782022,24739.915349186453,24645.01692956272,24550.118509938988,0,0,0,0,,,418
1770955200,24750.5,24756,24744.5,24752.5,24797.99389548223,1,76.885,24781.020830489484,24751.8125,1,-1,0,0,0,0,0,24779.81982970893,,,,,,,25011.684879896635,24917.48970325788,24823.294526619124,24779.81982970893,24736.345132798735,24642.149956159978,24547.954779521224,0,0,0,0,,,277
1770955500,24752.25,24762.5,24749.5,24755.75,24797.753260277947,-1,76.805,24777.635946926246,24754.3125,3,-1,0,0,0,0,0,24776.52401603332,,,,,,,25006.64442181799,24913.15800696797,24819.671592117946,24776.52401603332,24733.376439948694,24639.89002509867,24546.40361024865,0,0,0,0,,,284
1770955800,24756.5,24768.75,24753.25,24768.75,24797.473839620176,1,77.08,24775.38123148217,24764.3125,1,-1,0,0,0,0,0,24774.71348853886,,,,,,,25003.10822557324,24910.322863653022,24817.537501732804,24774.71348853886,24731.889475344913,24639.104113424695,24546.318751504477,0,0,0,0,,,284
1770956100,24769,24802.5,24768.75,24786,24797.17655742583,1,77.385,24775.29173758017,24785.5625,1,-1,0,0,0,0,0,24774.733372342067,,,,,,,25001.64271051012,24909.460791879348,24817.278873248575,24774.733372342067,24732.18787143556,24640.005952804786,24547.824034174013,0,0,0,0,,,659
1770956400,24786.25,24790.75,24776.5,24782.25,24796.856427204148,-1,77.2,24775.20497563743,24783.0625,0,-1,0,0,0,0,0,24774.671548553037,,,,,,,25000.09651040201,24908.517619650866,24816.93872889972,24774.671548553037,24732.404368206353,24640.825477455208,24549.246586704063,0,0,0,0,,,289
