time,open,high,low,close,Line4,si_dir,si_close,Kernel Estimate,Synthetic Renko Close,last_state_code,kern_reg,OPEN LONG,OPEN SHORT,CLOSE,Regime Flip → LONG,Regime Flip → SHORT,Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,Volume
2026-02-03T20:55:00+08:00,49547,49555,49536,49540,49513.91880346988,1,86.94,49519.9376978185,49548.25,2,1,0,0,0,0,0,49520.83323887515,,,,,,,49639.94074894109,49591.553322976804,49543.16589701251,49520.83323887515,49498.50058073779,49450.1131547735,49401.725728809215,0,0,0,0,,,81
2026-02-03T21:00:00+08:00,49538,49538,49516,49523,49512.9002308968,1,87.425,49521.88458177958,49538.25,3,1,0,0,1,0,0,49522.49674867743,,,,,,,49641.69325395117,49593.26967368371,49544.84609341626,49522.49674867743,49500.14740393861,49451.72382367116,49403.3002434037,0,0,0,0,,,383
2026-02-03T21:05:00+08:00,49521,49530,49512,49519,49511.94278868164,1,87.785,49522.98048795642,49523.25,1,1,0,0,0,0,0,49523.39750774616,,,,,,,49642.710433876244,49594.2395576359,49545.76868139555,49523.39750774616,49501.026334096765,49452.55545785642,49404.08458161607,0,0,0,0,,,149
2026-02-03T21:10:00+08:00,49517,49522,49506,49506,49511.029371444005,1,88.09,49522.80689408122,49513.25,2,1,0,0,0,0,0,49522.76636411144,,,,,,,49642.19921137586,49593.67961717469,49545.16002297352,49522.76636411144,49500.37270524936,49451.85311104819,49403.33351684702,0,0,0,0,,,148
2026-02-03T21:15:00+08:00,49505,49514,49502,49507,49510.1578677194,-1,88,49522.12821157866,49508.25,2,1,0,0,0,0,0,49521.96932132108,,,,,,,49641.47339684945,49592.924866166046,49544.376335482644,49521.96932132108,49499.56230715951,49451.01377647611,49402.46524579271,0,0,0,0,,,132
2026-02-03T21:20:00+08:00,49506,49512,49498,49507,49509.334347376905,1,88.07,49521.08231730059,49508.25,2,1,0,0,0,0,0,49520.95260463675,,,,,,,49640.50845250881,49591.93888931078,49543.369326112756,49520.95260463675,49498.53588316074,49449.96631996271,49401.39675676468,0,0,0,0,,,140
2026-02-03T21:25:00+08:00,49506,49529,49505,49529,49508.5765208682,1,88.555,49521.410195792305,49518.25,0,1,0,0,0,0,0,49521.77671637007,,,,,,,49641.48603137931,49592.85412215681,49544.222212934306,49521.77671637007,49499.331219805834,49450.69931058333,49402.06740136083,0,0,0,0,,,245
2026-02-03T21:30:00+08:00,49529,49538,49519,49528,49507.888351392656,1,88.64,49522.11793628447,49528.25,2,1,0,0,0,0,0,49522.42807490728,,,,,,,49642.33057952895,49593.62018702639,49544.90979452384,49522.42807490728,49499.94635529072,49451.23596278817,49402.52557028561,0,0,0,0,,,306
2026-02-03T21:35:00+08:00,49529,49531,49510,49513,49507.25884133533,-1,88.13,49521.68828398297,49518.25,2,1,0,0,0,0,0,49521.62672416273,,,,,,,49641.78471512393,49592.97053129594,49544.15634746796,49521.62672416273,49499.0971008575,49450.282917029515,49401.468733201524,0,0,0,0,,,139
2026-02-03T21:40:00+08:00,49513,49516,49497,49500,49506.6857578815,1,88.855,49519.989378077196,49503.25,1,1,0,0,0,0,0,49519.612428518645,,,,,,,49640.06132864931,49591.12896297123,49542.19659729314,49519.612428518645,49497.02825974415,49448.095894066064,49399.16352838798,0,0,0,0,,,129
2026-02-03T21:45:00+08:00,49497,49512,49497,49508,49506.173715527475,-1,88.81,49518.58315820087,49503.25,1,1,0,0,0,0,0,49518.35630006187,,,,,,,49639.075637134665,49590.03340644884,49540.99117576302,49518.35630006187,49495.721424360716,49446.67919367489,49397.63696298907,0,0,0,0,,,97
2026-02-03T21:50:00+08:00,49505,49506,49490,49505,49505.72229697352,-1,87.585,49516.768588603765,49503.25,1,1,0,0,0,0,0,49516.86239586512,,,,,,,49637.844628461535,49588.695596469246,49539.54656447695,49516.86239586512,49494.178227253295,49445.029195261,49395.88016326871,0,0,0,0,,,170
2026-02-03T21:55:00+08:00,49503,49510,49498,49503,49505.33222016768,1,88.005,49515.188410311945,49503.25,1,1,0,0,0,0,0,49515.23543218938,,,,,,,49636.4213841782,49587.189591182745,49537.957798187286,49515.23543218938,49492.51306619147,49443.281273196015,49394.04948020056,0,0,0,0,,,127
2026-02-03T22:00:00+08:00,49503,49505,49480,49482,49504.97994460466,-1,87.47,49512.22112059133,49488.25,3,1,0,0,0,0,0,49511.795180050445,,,,,,,49633.28322271926,49583.92870538506,49534.57418805085,49511.795180050445,49489.01617205004,49439.661654715834,49390.30713738163,0,0,0,0,,,245
2026-02-03T22:05:00+08:00,49480,49482,49463,49465,49504.661904898014,1,87.875,49507.70190868082,49473.25,1,1,0,0,0,0,0,49506.943024948305,,,,,,,49628.755297927346,49579.269062029605,49529.78282613187,49506.943024948305,49484.10322376474,49434.616987867004,49385.130751969264,0,0,0,0,,,329
2026-02-03T22:10:00+08:00,49465,49470,49456,49464,49504.37099274643,-1,87.475,49502.84885864716,49468.25,2,-1,0,1,0,0,1,49502.14648304342,,,,,,,49624.240393408254,49574.63974232254,49525.039091236824,49502.14648304342,49479.253874850016,49429.6532237643,49380.052572678585,0,0,0,0,,,364
2026-02-03T22:15:00+08:00,49463,49465,49440,49451,49504.08483025183,-1,87.19,49497.15129018356,49453.25,1,-1,0,0,0,0,0,49496.414324655685,,,,,,,49618.88070446356,49569.128737666615,49519.37677086966,49496.414324655685,49473.45187844171,49423.699911644755,49373.94794484781,0,0,0,0,,,512
2026-02-03T22:20:00+08:00,49448,49452,49433,49437,49503.79597469683,-1,86.925,49490.636426828154,49443.25,2,-1,0,0,0,0,0,49489.67878696029,,,,,,,49612.532895483106,49562.62341389571,49512.71393230832,49489.67878696029,49466.64364161227,49416.73416002488,49366.82467843748,0,0,0,0,,,572
2026-02-03T22:25:00+08:00,49435,49438,49401,49425,49503.46815923513,1,87.245,49482.85362544947,49423.25,1,-1,0,0,0,0,0,49482.18743063654,,,,,,,49605.660101158974,49555.49932875924,49505.3385563595,49482.18743063654,49459.036304913585,49408.87553251385,49358.71476011411,0,0,0,0,,,1534
2026-02-03T22:30:00+08:00,49425,49673,49420,49605,49503.27560530836,-1,86.775,49489.484681908914,49433.25,2,-1,0,0,1,0,0,49491.53708744163,,,,,,,49618.477695885405,49566.908073705126,49515.33845152484,49491.53708744163,49467.735723358426,49416.16610117814,49364.59647899786,1,0,0,0,,,9897
2026-02-03T22:35:00+08:00,49604,49657,49573,49641,49503.292599408254,1,87.835,49501.25471917977,49623.25,1,-1,0,0,0,0,0,49504.530400166026,,,,,,,49635.65947166829,49582.38828637049,49529.1171010727,49504.530400166026,49479.943699259355,49426.67251396156,49373.401328663764,0,1,0,0,,,3734
