time,open,high,low,close,Kernel Regression Estimate,Distance Above Kernel,Distance Below Kernel,Buy,Sell,StopBuy,StopSell,Upper Envelope: Far,Upper Envelope: Average,Upper Envelope: Near,Envelope Midline,Lower Envelope: Near,Lower Envelope: Average,Lower Envelope: Far,Chars,Chars,Chars,Chars,Shapes,Shapes,Volume
2026-01-19T21:40:00+08:00,4675.4,4675.7,4671.2,4673.1,4675.206792,,,,,,,4705.261762,4693.051931,4680.842099,4675.206792,4669.571485,4657.361653,4645.151822,0,0,0,0,,,1148
2026-01-19T21:45:00+08:00,4673.1,4674.4,4672,4673.2,4675.043994,,,,,,,4705.048106,4692.858936,4680.669765,4675.043994,4669.418223,4657.229053,4645.039883,0,0,0,0,,,548
2026-01-19T21:50:00+08:00,4673.2,4673.2,4670,4671.2,4674.693323,,,,,,,4704.645679,4692.477534,4680.30939,4674.693323,4669.077256,4656.909111,4644.740966,0,0,0,0,,,792
2026-01-19T21:55:00+08:00,4671.2,4671.9,4669.3,4671,4674.321588,,,,,,,4704.213363,4692.069829,4679.926296,4674.321588,4668.716881,4656.573347,4644.429814,0,0,0,0,,,762
2026-01-19T22:00:00+08:00,4671.2,4671.9,4668.5,4669.5,4673.822759,,,,,,,4703.655218,4691.535782,4679.416345,4673.822759,4668.229173,4656.109737,4643.990301,0,0,0,0,,,965
2026-01-19T22:05:00+08:00,4669.3,4670.9,4667.2,4667.8,4673.182387,,,,,,,4702.961009,4690.863444,4678.765878,4673.182387,4667.598895,4655.50133,4643.403764,0,0,0,0,,,1078
2026-01-19T22:10:00+08:00,4667.6,4670.2,4666.5,4669.9,4672.759622,,,,,,,4702.489472,4690.41172,4678.333969,4672.759622,4667.185275,4655.107523,4643.029772,0,0,0,0,,,783
2026-01-19T22:15:00+08:00,4670.1,4672.7,4668.5,4672.4,4672.592015,,,,,,,4702.284421,4690.221881,4678.159341,4672.592015,4667.024689,4654.962149,4642.899609,0,0,0,0,,,1431
2026-01-19T22:20:00+08:00,4672.4,4673.7,4672.3,4672.7,4672.482184,,,,,,,4702.114261,4690.07623,4678.038199,4672.482184,4666.92617,4654.888139,4642.850108,0,0,0,0,,,685
2026-01-19T22:25:00+08:00,4672.7,4673.8,4672.1,4673.2,4672.447399,,,,,,,4702.000197,4689.994373,4677.988549,4672.447399,4666.90625,4654.900426,4642.894602,0,0,0,0,,,509
